open,high,low,close,volume,time_new_york,timestamp,typical_price,cumulative_volume,vwap_5m_approx
756.1699829101562,756.1900024414062,755.8214111328125,755.9550170898438,392424,11:55,1785772500,755.9888102213541,23750364.0,753.7952546946686
755.9600219726562,756.1699829101562,755.9301147460938,756.0,297262,12:00,1785772800,756.0333658854166,24047626.0,753.822920852184
756.0025024414062,756.0900268554688,755.864990234375,756.0291137695312,536475,12:05,1785773100,755.9947102864584,24584101.0,753.870313707296
756.0499267578125,756.0499877929688,755.760009765625,755.989990234375,388291,12:10,1785773400,755.9333292643229,24972392.0,753.9023911459992
755.989990234375,756.27001953125,755.9600219726562,756.2349853515625,587120,12:15,1785773700,756.1550089518229,25559512.0,753.9541353642047
756.2349853515625,756.2899780273438,756.0750122070312,756.260009765625,268717,12:20,1785774000,756.2083333333334,25828229.0,753.9775880490818
756.260009765625,756.5999755859375,756.1799926757812,756.5700073242188,433356,12:25,1785774300,756.4499918619791,26261585.0,754.018386463448
756.5700073242188,756.6199951171875,756.3217163085938,756.4349975585938,704767,12:30,1785774600,756.4589029947916,26966352.0,754.0821694888363
756.4299926757812,756.4299926757812,756.2100219726562,756.2899780273438,399778,12:35,1785774900,756.3099975585938,27366130.0,754.1147147062298
756.2899780273438,756.5050048828125,756.22998046875,756.469970703125,360899,12:40,1785775200,756.4016520182291,27727029.0,754.1444818114239
756.47998046875,756.5,756.2999877929688,756.3099975585938,370115,12:45,1785775500,756.3699951171875,28097144.0,754.1737978108423
756.3200073242188,756.3800048828125,756.030029296875,756.0499877929688,431609,12:50,1785775800,756.1533406575521,28528753.0,754.2037461408141
756.0499877929688,756.3499755859375,756.0150146484375,756.219970703125,282492,12:55,1785776100,756.1949869791666,28811245.0,754.2232701012298
756.219970703125,756.2999877929688,756.030029296875,756.2100219726562,416913,13:00,1785776400,756.1800130208334,29228158.0,754.2511812532374
756.2100219726562,756.2999877929688,755.97998046875,756.2150268554688,492900,13:05,1785776700,756.1649983723959,29721058.0,754.2829203810314
756.2100219726562,756.6099853515625,756.2100219726562,756.510009765625,303766,13:10,1785777000,756.4433390299479,30024824.0,754.3047776858838
756.51171875,756.7899780273438,756.4949951171875,756.77001953125,375228,13:15,1785777300,756.6849975585938,30400052.0,754.3341567521563
756.77001953125,757.0150146484375,756.6699829101562,756.9650268554688,380249,13:20,1785777600,756.8833414713541,30780301.0,754.3656484825423
756.9650268554688,757.155029296875,756.8400268554688,757.0850219726562,412070,13:25,1785777900,757.0266927083334,31192371.0,754.400802478823
757.083984375,757.3599853515625,757.010009765625,757.35498046875,386141,13:30,1785778200,757.2416585286459,31578512.0,754.4355403726141
757.3499755859375,757.469970703125,757.1199951171875,757.2100219726562,462426,13:35,1785778500,757.2666625976562,32040938.0,754.4764001166715
757.22998046875,757.3400268554688,757.1599731445312,757.3300170898438,187564,13:40,1785778800,757.2766723632812,32228502.0,754.4926971901024
757.3200073242188,757.52001953125,757.3200073242188,757.4400024414062,568490,13:45,1785779100,757.4266764322916,32796992.0,754.5435536180148
757.4500122070312,757.6199951171875,757.4099731445312,757.5999755859375,1919089,13:50,1785779400,757.5433146158854,34716081.0,754.7093790270995
757.5999755859375,757.780029296875,757.5599975585938,757.6450805664062,506377,13:55,1785779700,757.6617024739584,35222458.0,754.7518232168278
757.64501953125,758.1400146484375,757.6400146484375,758.1400146484375,585793,14:00,1785780000,757.9733479817709,35808251.0,754.8045246642297
758.135009765625,758.3200073242188,758.0800170898438,758.3049926757812,589387,14:05,1785780300,758.2350056966146,36397638.0,754.8600744480984
758.3099975585938,758.3300170898438,757.8635864257812,758.010009765625,498353,14:10,1785780600,758.06787109375,36895991.0,754.9034020573704
758.0150146484375,758.3099975585938,757.9000244140625,757.9600219726562,469204,14:15,1785780900,758.0566813151041,37365195.0,754.9429985653197
757.969970703125,758.1699829101562,757.7999877929688,757.9500122070312,331124,14:20,1785781200,757.9733276367188,37696319.0,754.9696169384144
757.9400024414062,758.0499877929688,757.47998046875,757.5700073242188,399077,14:25,1785781500,757.6999918619791,38095396.0,754.9982196029823
757.5800170898438,757.8200073242188,757.3400268554688,757.510009765625,611117,14:30,1785781800,757.5566813151041,38706513.0,755.0386138241339
757.52001953125,757.8099975585938,757.47998046875,757.6699829101562,565082,14:35,1785782100,757.6533203125,39271595.0,755.0762370368366
757.6799926757812,758.1099853515625,757.5800170898438,758.0850219726562,395689,14:40,1785782400,757.9250081380209,39667284.0,755.1046540917641
758.0900268554688,758.1900024414062,757.760009765625,758.10498046875,559451,14:45,1785782700,758.0183308919271,40226735.0,755.145175884038
758.10498046875,758.2899780273438,757.9199829101562,758.0800170898438,385601,14:50,1785783000,758.0966593424479,40612336.0,755.1731992652354
758.0800170898438,758.22998046875,757.9199829101562,757.9349975585938,344276,14:55,1785783300,758.0283203125,40956612.0,755.1971990446525
757.9400024414062,758.5800170898438,757.9400024414062,758.5,433642,15:00,1785783600,758.3400065104166,41390254.0,755.2301259581976
758.5004272460938,758.5399780273438,758.0700073242188,758.1900024414062,388446,15:05,1785783900,758.2666625976562,41778700.0,755.2583587780664
758.1950073242188,758.4099731445312,758.0850219726562,758.1799926757812,373906,15:10,1785784200,758.2249959309896,42152606.0,755.284673721235
758.1810302734375,758.4400024414062,758.1799926757812,758.3400268554688,451729,15:15,1785784500,758.3200073242188,42604335.0,755.3168570240173
758.3499755859375,758.4500122070312,758.219970703125,758.4149780273438,419583,15:20,1785784800,758.3616536458334,43023918.0,755.3465508538766
758.4149780273438,758.5499877929688,758.260009765625,758.3400268554688,495251,15:25,1785785100,758.3833414713541,43519169.0,755.381109730451
758.3499755859375,758.510009765625,758.2000122070312,758.3406982421875,719106,15:30,1785785400,758.3502400716146,44238275.0,755.4293738059176
758.3599853515625,758.4600219726562,757.9600219726562,758.0,821114,15:35,1785785700,758.1400146484375,45059389.0,755.4787696187362
758.010009765625,758.1649780273438,757.8599853515625,758.0700073242188,1008223,15:40,1785786000,758.0316569010416,46067612.0,755.5346414028961
758.0700073242188,758.25,757.9299926757812,758.1400146484375,1089275,15:45,1785786300,758.1066691080729,47156887.0,755.5940525654387
758.1500244140625,758.4099731445312,757.6400146484375,757.780029296875,1585858,15:50,1785786600,757.9433390299479,48742745.0,755.6704872170783
757.77001953125,757.9849853515625,757.4400024414062,757.6699829101562,3196714,15:55,1785786900,757.6983235677084,51939459.0,755.7952943093464
