date,VOO,AMZN,GOOGL,RF
2023-11-22,403.5695496,146.7100067,137.1846008,0.0002
2023-11-24,403.7915039,146.7400055,135.4015656,0.0002
2023-11-27,403.0869141,147.7299957,135.1242065,0.0002
2023-11-28,403.4826355,147.0299988,135.9067383,0.0002
2023-11-29,403.2220459,146.3200073,133.7175903,0.0002
2023-11-30,404.785553,146.0899963,131.280777,0.0002
2023-12-01,407.1598511,147.0299988,130.6170807,0.0002
2023-12-04,405.1137085,144.8399963,128.0515137,0.0002
2023-12-05,404.9882812,146.8800049,129.7552948,0.0002
2023-12-06,403.2992249,144.5200043,128.7944489,0.0002
2023-12-07,406.4552917,146.8800049,135.6392822,0.0002
2023-12-08,408.1829224,147.4199982,133.7175903,0.0002
2023-12-11,409.7657776,145.8899994,132.0335999,0.0002
2023-12-12,411.8022766,147.4799957,131.2708435,0.0002
2023-12-13,417.4098206,148.8399963,131.3203735,0.0002
2023-12-14,418.6355286,147.4199982,130.6963501,0.0002
2023-12-15,417.9985046,149.9700012,131.3501129,0.0002
2023-12-18,420.3631592,154.0700073,134.5199585,0.0002
2023-12-19,422.9208374,153.7899933,135.3619385,0.0002
2023-12-20,416.8162231,152.1199951,137.0360107,0.0002
2023-12-21,420.8769226,153.8399963,139.0964355,0.0002
2023-12-22,421.8557739,153.4199982,140.1563263,0.0002
2023-12-26,423.6099243,153.4100037,140.1860504,0.0002
2023-12-27,424.3852234,153.3399963,139.0468903,0.0002
2023-12-28,424.4530945,153.3800049,138.9082031,0.0002
2023-12-29,423.3191223,151.9400024,138.373291,0.0002
2024-01-02,420.6152649,149.9299927,136.8676147,0.0002
2024-01-03,417.4946289,148.4700012,137.6105499,0.0002
2024-01-04,416.1765747,144.5700073,135.1043701,0.0002
2024-01-05,416.7096558,145.2400055,134.4506073,0.0002
2024-01-08,422.6698608,149.1000061,137.531311,0.0002
2024-01-09,421.6425476,151.3699951,139.6213989,0.0002
2024-01-10,424.4239807,153.7299957,140.938858,0.0002
2024-01-11,424.278656,155.1799927,140.7407379,0.0002
2024-01-12,424.4724731,154.6199951,141.3053741,0.0002
2024-01-16,423.0284119,153.1600037,141.1468964,0.0002
2024-01-17,420.6734009,151.7100067,140.1365204,0.0002
2024-01-18,424.4142761,153.5,142.1275787,0.0002
2024-01-19,429.6088257,155.3399963,145.0002289,0.0002
2024-01-22,430.5876465,154.7799988,144.6139221,0.0002
2024-01-23,431.8669434,156.0200043,145.6540222,0.0002
2024-01-24,432.2254944,156.8699951,147.2983551,0.0002
2024-01-25,434.6580505,157.75,150.4384766,0.0002
2024-01-26,434.3963928,159.1199951,150.7554626,0.0002
2024-01-29,437.5557556,161.2599945,152.0630341,0.0002
2024-01-30,437.245697,159,150.0323486,0.0002
2024-01-31,430.1224976,155.1999969,138.7794189,0.0002
2024-02-01,435.7822571,159.2799988,139.8294525,0.0002
2024-02-02,440.259613,171.8099976,141.0379486,0.0002
2024-02-05,438.6509094,170.3099976,142.3256683,0.0002
2024-02-06,440.017395,169.1499939,142.7417145,0.0002
2024-02-07,443.6322632,170.5299988,144.1681213,0.0002
2024-02-08,443.9327087,169.8399963,144.5346527,0.0002
2024-02-09,446.4524841,174.4499969,147.5955505,0.0002
2024-02-12,446.2489014,172.3399963,146.139389,0.0002
2024-02-13,439.9592285,168.6399994,143.7719116,0.0002
2024-02-14,444.1459351,170.9799957,144.5643768,0.0002
2024-02-15,447.1502075,169.8000031,141.4242401,0.0002
2024-02-16,444.8630676,169.5099945,139.1954498,0.0002
2024-02-20,442.4208984,167.0800018,139.7898254,0.0002
2024-02-21,442.8666077,168.5899963,141.2063293,0.0002
2024-02-22,452.1703491,174.5800018,142.7317963,0.0002
2024-02-23,452.3739014,174.9900055,142.6030273,0.0002
2024-02-26,450.7166748,174.7299957,136.2732697,0.0002
2024-02-27,451.5500488,173.5399933,137.5709381,0.0002
2024-02-28,450.8523254,173.1600037,135.0944672,0.0002
2024-02-29,452.5191956,176.7599945,137.1548767,0.0002
2024-03-01,456.8804016,178.2200012,135.8473358,0.0002
2024-03-04,456.3376465,177.5800018,132.0930634,0.0002
2024-03-05,451.7633057,174.1199951,131.4194489,0.0002
2024-03-06,454.1570435,173.5099945,130.1614227,0.0002
2024-03-07,458.6538696,176.8200073,133.1133423,0.0002
2024-03-08,455.872467,175.3500061,134.1336365,0.0002
2024-03-11,455.4945068,171.9600067,136.3722992,0.0002
2024-03-12,460.3692627,175.3899994,137.1944885,0.0002
2024-03-13,459.6714783,176.5599976,138.4723206,0.0002
2024-03-14,458.6635437,178.75,141.7511597,0.0002
2024-03-15,455.5042114,174.4199982,139.8492279,0.0002
2024-03-18,458.3535156,174.4799957,146.2879333,0.0002
2024-03-19,460.9216309,175.8999939,145.6440735,0.0002
2024-03-20,464.9436035,178.1499939,147.3379822,0.0002
2024-03-21,466.4942322,178.1499939,146.208725,0.0002
2024-03-22,465.8845825,178.8699951,149.3488464,0.0002
2024-03-25,464.6789856,179.7100067,148.6554413,0.0002
2024-03-26,463.3761902,178.3000031,149.2497864,0.0002
2024-03-27,467.4207764,179.8300018,149.4478912,0.0002
2024-03-28,467.3624573,180.3800049,149.5073242,0.0002
2024-04-01,466.7498779,180.9700012,154.0243683,0.0002
2024-04-02,463.696991,180.6900024,153.1031189,0.0002
2024-04-03,464.1150818,182.4100037,153.4597321,0.0002
2024-04-04,458.3982239,180,149.1111145,0.0002
2024-04-05,463.2692566,185.0700073,151.0625305,0.0002
2024-04-08,463.453949,185.1900024,153.3903809,0.0002
2024-04-09,464.0275269,185.6699982,155.1238861,0.0002
2024-04-10,459.5357361,185.9499969,154.6682281,0.0002
2024-04-11,462.8511353,189.0500031,157.9073944,0.0002
2024-04-12,456.5412292,186.1300049,156.2432556,0.0002
2024-04-15,450.746582,183.6199951,153.4002991,0.0002
2024-04-16,449.9396057,183.3200073,152.9446411,0.0002
2024-04-17,447.2270508,181.2799988,154.0045319,0.0002
2024-04-18,446.2061768,179.2200012,154.5394287,0.0002
2024-04-19,442.4727478,174.6300049,152.6375427,0.0002
2024-04-22,446.3131104,177.2299957,154.8069153,0.0002
2024-04-23,451.9424133,179.5399933,156.7682495,0.0002
2024-04-24,451.611908,176.5899963,157.6300507,0.0002
2024-04-25,449.7451782,173.6699982,154.5295105,0.0002
2024-04-26,454.2467346,179.6199951,170.3292084,0.0002
2024-04-29,455.8314819,180.9600067,164.5838776,0.0002
2024-04-30,448.6270447,175,161.2456512,0.0002
2024-05-01,447.1687012,179,162.3154449,0.0002
2024-05-02,451.3396606,184.7200012,165.0494385,0.0002
2024-05-03,456.9398804,186.2100067,165.66362,0.0002
2024-05-06,461.5483093,188.6999969,166.5155334,0.0002
2024-05-07,462.2095032,188.7599945,169.635788,0.0002
2024-05-08,462.2289429,188,167.7834167,0.0002
2024-05-09,464.8831787,189.5,168.3579559,0.0002
2024-05-10,465.4568176,187.4799957,167.0603027,0.0002
2024-05-13,465.4859924,186.5700073,167.5456696,0.0002
2024-05-14,467.6930237,187.0700073,168.734375,0.0002
2024-05-15,473.3903809,185.9900055,170.8839264,0.0002
2024-05-16,472.4862061,183.6300049,172.5381622,0.0002
2024-05-17,473.1861877,184.6999969,174.4004669,0.0002
2024-05-20,473.6528625,183.5399933,175.2523804,0.0002
2024-05-21,474.9265747,183.1499939,176.173584,0.0002
2024-05-22,473.545929,183.1300049,174.7174683,0.0002
2024-05-23,470.0263672,181.0500031,171.9141235,0.0002
2024-05-24,473.2251282,180.75,173.3405457,0.0002
2024-05-28,473.6042786,182.1499939,174.7372589,0.0002
2024-05-29,470.2694397,182.0200043,174.2419434,0.0002
2024-05-30,467.1096802,179.3200073,170.4877014,0.0002
2024-05-31,471.173584,176.4400024,170.8740082,0.0002
2024-06-03,471.6889954,178.3399963,171.5376892,0.0002
2024-06-04,472.2625427,179.3399963,172.1518555,0.0002
2024-06-05,477.911377,181.2799988,173.7565765,0.0002
2024-06-06,477.8044434,185,175.0641632,0.0002
2024-06-07,477.1821899,184.3000031,172.8155365,0.0002
2024-06-10,478.7475281,187.0599976,173.5593109,0.0002
2024-06-11,479.8364258,187.2299957,175.1559601,0.0002
2024-06-12,483.8323669,186.8899994,176.3162689,0.0002
2024-06-13,484.7463074,183.8300018,173.7080841,0.0002
2024-06-14,485.1351929,183.6600037,175.3245544,0.0002
2024-06-17,488.9853821,184.0599976,175.7708435,0.0002
2024-06-18,490.2881775,182.8099976,173.6386414,0.0002
2024-06-20,488.927002,186.1000061,174.8386536,0.0002
2024-06-21,487.8575134,189.0800018,178.1410522,0.0002
2024-06-24,486.5449524,185.5700073,177.7344055,0.0002
2024-06-25,488.5672302,186.3399963,182.5045471,0.0002
2024-06-26,489.1117554,193.6100006,182.3557892,0.0002
2024-06-27,489.8700867,197.8500061,183.8731232,0.0002
2024-06-28,487.9811707,193.25,180.640152,0.0002
2024-07-01,489.1032104,197.1999969,181.4731598,0.0002
2024-07-02,492.2742615,200,183.7045441,0.0002
2024-07-03,494.4988708,197.5899963,184.2797089,0.0002
2024-07-05,497.4552612,200,189.0201111,0.0002
2024-07-08,497.9333496,199.2899933,187.4631042,0.0002
2024-07-09,498.4797974,199.3399963,187.4135132,0.0002
2024-07-10,503.2802124,199.7899933,189.5952759,0.0002
2024-07-11,498.9675903,195.0500031,184.0317841,0.0002
2024-07-12,502.0508118,194.4900055,183.5359344,0.0002
2024-07-15,503.572876,192.7200012,184.9838409,0.0002
2024-07-16,506.4317932,193.0200043,182.3954468,0.0002
2024-07-17,499.3578796,187.9299927,179.519516,0.0002
2024-07-18,495.6014099,183.75,176.2171173,0.0002
2024-07-19,492.2937622,183.1300049,176.1873779,0.0002
2024-07-22,497.4064941,182.5500031,180.1641083,0.0002
2024-07-23,496.5771484,186.4100037,180.2831268,0.0002
2024-07-24,485.2101135,180.8300018,171.1990509,0.0002
2024-07-25,482.7611084,179.8500061,165.8934174,0.0002
2024-07-26,488.1762695,182.5,165.6157227,0.0002
2024-07-29,488.5372925,183.1999969,168.1247406,0.0002
2024-07-30,485.9808655,181.7100067,168.8784332,0.0002
2024-07-31,493.6402283,186.9799957,170.1180725,0.0002
2024-08-01,486.9078369,184.0700073,169.3445282,0.0002
2024-08-02,478.0093994,167.8999939,165.2785187,0.0002
2024-08-05,463.6567078,161.0200043,157.9299469,0.0002
2024-08-06,468.2815552,161.9299927,156.97789,0.0002
2024-08-07,465.0324402,162.7700043,157.6225128,0.0002
2024-08-08,475.8823853,165.8000031,160.6869202,0.0002
2024-08-09,477.9216003,166.9400024,162.3133087,0.0002
2024-08-12,478.1655579,166.8000031,160.9447632,0.0002
2024-08-13,486.1077576,170.2299957,162.7992706,0.0002
2024-08-14,487.6591187,170.1000061,159.0406647,0.0002
2024-08-15,496.0306702,177.5899963,159.9629517,0.0002
2024-08-16,497.0747681,177.0599976,161.6091919,0.0002
2024-08-19,501.8557129,178.2200012,165.2884674,0.0002
2024-08-20,501.0263672,178.8800049,165.7941895,0.0002
2024-08-21,502.7825928,180.1100006,164.4752502,0.0002
2024-08-22,498.7138977,176.1300049,162.4422455,0.0002
2024-08-23,504.1095886,177.0399933,164.2471619,0.0002
2024-08-26,502.8704529,175.5,164.7826691,0.0002
2024-08-27,503.5436707,173.1199951,163.3149567,0.0002
2024-08-28,500.6653137,170.8000031,161.5001068,0.0002
2024-08-29,500.7434387,172.1199951,160.4389648,0.0002
2024-08-30,505.4560242,178.5,162.0257263,0.0002
2024-09-03,495.2305908,176.25,156.0556335,0.0002
2024-09-04,494.0012512,173.3300018,155.1531677,0.0002
2024-09-05,492.7815552,177.8899994,155.936615,0.0002
2024-09-06,484.5759277,171.3899994,149.6690216,0.0002
2024-09-09,490.0301208,175.3999939,147.6730194,0.0002
2024-09-10,492.0498047,179.5500031,147.6233521,0.0002
